Date,Close
2023-08-08,239.289993
2023-08-09,239.75999500000003
2023-08-10,240.16000400000001
2023-08-11,240.039993
2023-08-14,242.899994
2023-08-15,239.830002
2023-08-16,239.289993
2023-08-17,237.36999500000002
2023-08-18,238.169998
2023-08-21,239.460007
2023-08-22,240.57000699999998
2023-08-23,242.30000299999998
2023-08-24,239.47000099999997
2023-08-25,242.57000699999998
2023-08-28,243.830002
2023-08-29,245.33999599999999
2023-08-30,246.229996
2023-08-31,245.67999300000002
2023-09-01,248.11000099999998
2023-09-05,245.33999599999999
2023-09-06,246.16000400000001
2023-09-07,247.13999900000002
2023-09-08,247.289993
2023-09-11,247.22000099999997
2023-09-12,247.30000299999998
2023-09-13,247.830002
2023-09-14,241.5
2023-09-15,241.07000699999998
2023-09-18,244.66000400000001
2023-09-19,243.559998
2023-09-20,241.86000099999998
2023-09-21,236.61000099999998
2023-09-22,235.080002
2023-09-25,233.36000099999998
2023-09-26,229.649994
2023-09-27,229.5
2023-09-28,231.66000400000001
2023-09-29,230.00999500000003
2023-10-02,231.270004
2023-10-03,228.809998
2023-10-04,231.22000099999997
2023-10-05,233.479996
2023-10-06,235.039993
2023-10-09,234.440002
2023-10-10,236.600006
2023-10-11,235.67999300000002
2023-10-12,236.77999900000003
2023-10-13,237.669998
2023-10-16,240.07000699999998
2023-10-17,241.19999700000002
2023-10-18,237.47000099999997
2023-10-19,233.809998
2023-10-20,233.38000499999998
2023-10-23,231.52999900000003
2023-10-24,234.649994
2023-10-25,236.850006
2023-10-26,231.27999900000003
2023-10-27,229.270004
2023-10-30,233.080002
2023-10-31,235.100006
2023-11-01,238.580002
2023-11-02,243.25
2023-11-03,243.600006
2023-11-06,243.49000499999997
2023-11-07,244.770004
2023-11-08,243.91000400000001
2023-11-09,241.63999900000002
2023-11-10,245.25
2023-11-13,244.669998
2023-11-14,246.940002
2023-11-15,248.11000099999998
2023-11-16,248.57000699999998
2023-11-17,249.559998
2023-11-20,249.97000099999997
2023-11-21,252.229996
2023-11-22,253.72000099999997
2023-11-24,254.30000299999998
2023-11-27,254.13999900000002
2023-11-28,252.940002
2023-11-29,254.229996
2023-11-30,256.679993
2023-12-01,256.450012
2023-12-04,254.440002
2023-12-05,254.61000099999998
2023-12-06,254.289993
2023-12-07,255.82000699999998
2023-12-08,255.74000499999997
2023-12-11,256.519989
2023-12-12,259.559998
2023-12-13,262.380005
2023-12-14,258.730011
2023-12-15,258.02999900000003
2023-12-18,258.369995
2023-12-19,259.98999
2023-12-20,257.109985
2023-12-21,259.540009
2023-12-22,258.429993
2023-12-26,259.160004
2023-12-27,258.929993
2023-12-28,260.399994
2023-12-29,260.350006
2024-01-02,258.869995
2024-01-03,257.980011
2024-01-04,259.609985
2024-01-05,259.690002
2024-01-08,262.540009
2024-01-09,263.329987
2024-01-10,264.559998
2024-01-11,264.02999900000003
2024-01-12,264.170013
2024-01-16,265.23999
2024-01-17,266.630005
2024-01-18,268.140015
2024-01-19,270.899994
2024-01-22,271.200012
2024-01-23,271.26001
2024-01-24,271.649994
2024-01-25,272.609985
2024-01-26,267.940002
2024-01-29,273.660004
2024-01-30,277.149994
2024-01-31,273.26001
2024-02-01,277.049988
2024-02-02,277.179993
2024-02-05,275.579987
2024-02-06,276.76001
2024-02-07,279.390015
2024-02-08,275.77999900000003
2024-02-09,276.429993
2024-02-12,275.070007
2024-02-13,275.809998
2024-02-14,277.559998
2024-02-15,280.980011
2024-02-16,278.559998
2024-02-20,275.149994
2024-02-21,276.76001
2024-02-22,283.75
2024-02-23,283.600006
2024-02-26,284.149994
2024-02-27,283.170013
2024-02-28,285.630005
2024-02-29,282.640015
2024-03-01,283.160004
2024-03-04,280.52999900000003
2024-03-05,279.380005
2024-03-06,280.429993
2024-03-07,278.26001
2024-03-08,280.040009
2024-03-11,280.559998
2024-03-12,283.920013
2024-03-13,285.140015
2024-03-14,286.410004
2024-03-15,283.040009
2024-03-18,285.049988
2024-03-19,287.350006
2024-03-20,289.27999900000003
2024-03-21,290.369995
2024-03-22,283.26001
2024-03-25,281.209991
2024-03-26,280.600006
2024-03-27,279.019989
2024-03-28,279.079987
2024-04-01,278.27999900000003
2024-04-02,278.440002
2024-04-03,276.959991
2024-04-04,274.0
2024-04-05,277.140015
2024-04-08,277.76001
2024-04-09,276.72000099999997
2024-04-10,274.480011
2024-04-11,275.679993
2024-04-12,275.959991
2024-04-15,271.27999900000003
2024-04-16,271.350006
2024-04-17,272.690002
2024-04-18,271.369995
2024-04-19,269.77999900000003
2024-04-22,272.329987
2024-04-23,274.109985
2024-04-24,275.019989
2024-04-25,275.160004
2024-04-26,274.519989
2024-04-29,271.839996
2024-04-30,268.609985
2024-05-01,267.320007
2024-05-02,267.609985
2024-05-03,268.48999
2024-05-06,272.670013
2024-05-07,276.459991
2024-05-08,277.190002
2024-05-09,278.540009
2024-05-10,280.73999
2024-05-13,279.390015
2024-05-14,277.73999
2024-05-15,281.5
2024-05-16,279.839996
2024-05-17,280.100006
2024-05-20,278.540009
2024-05-21,275.950012
2024-05-22,275.579987
2024-05-23,274.230011
2024-05-24,274.48999
2024-05-28,270.980011
2024-05-29,268.859985
2024-05-30,271.299988
2024-05-31,272.459991
2024-06-03,270.380005
2024-06-04,272.420013
2024-06-05,274.5
2024-06-06,277.040009
2024-06-07,278.670013
2024-06-10,275.040009
2024-06-11,274.670013
2024-06-12,270.320007
2024-06-13,271.190002
2024-06-14,270.660004
2024-06-17,271.170013
2024-06-18,273.619995
2024-06-20,276.820007
2024-06-21,275.22000099999997
2024-06-24,276.299988
2024-06-25,273.52999900000003
2024-06-26,273.600006
2024-06-27,266.589996
2024-06-28,262.47000099999997
2024-07-01,263.23999
2024-07-02,268.230011
2024-07-03,268.98999
2024-07-05,270.359985
2024-07-08,266.399994
2024-07-09,265.440002
2024-07-10,263.0
2024-07-11,262.549988
2024-07-12,265.73999
2024-07-15,268.450012
2024-07-16,269.25
2024-07-17,272.700012
2024-07-18,269.149994
2024-07-19,265.459991
2024-07-22,267.709991
2024-07-23,264.790009
2024-07-24,254.169998
2024-07-25,253.74000499999997
2024-07-26,259.459991
2024-07-29,261.600006
2024-07-30,263.100006
2024-07-31,265.670013
2024-08-01,265.929993
2024-08-02,266.579987
2024-08-05,256.440002
2024-08-06,258.26001
2024-08-07,256.519989
