Date,Close
2023-08-08,88.129997
2023-08-09,87.489998
2023-08-10,91.760002
2023-08-11,89.019997
2023-08-14,88.809998
2023-08-15,87.059998
2023-08-16,86.349998
2023-08-17,85.91999799999999
2023-08-18,85.959999
2023-08-21,85.879997
2023-08-22,85.790001
2023-08-23,85.83000200000001
2023-08-24,82.470001
2023-08-25,83.360001
2023-08-28,84.160004
2023-08-29,84.400002
2023-08-30,84.279999
2023-08-31,83.68
2023-09-01,81.639999
2023-09-05,81.190002
2023-09-06,80.980003
2023-09-07,80.57
2023-09-08,81.58000200000001
2023-09-11,82.519997
2023-09-12,83.68
2023-09-13,83.480003
2023-09-14,84.480003
2023-09-15,85.58000200000001
2023-09-18,85.019997
2023-09-19,81.940002
2023-09-20,82.559998
2023-09-21,82.730003
2023-09-22,81.25
2023-09-25,81.010002
2023-09-26,80.050003
2023-09-27,79.900002
2023-09-28,80.129997
2023-09-29,81.050003
2023-10-02,81.66999799999999
2023-10-03,79.540001
2023-10-04,79.32
2023-10-05,80.809998
2023-10-06,82.940002
2023-10-09,84.699997
2023-10-10,84.989998
2023-10-11,84.849998
2023-10-12,84.349998
2023-10-13,84.349998
2023-10-16,85.709999
2023-10-17,86.199997
2023-10-18,84.68
2023-10-19,83.25
2023-10-20,82.650002
2023-10-23,83.099998
2023-10-24,82.559998
2023-10-25,80.589996
2023-10-26,79.779999
2023-10-27,79.33000200000001
2023-10-30,80.68
2023-10-31,81.589996
2023-11-01,81.07
2023-11-02,83.290001
2023-11-03,85.07
2023-11-06,84.019997
2023-11-07,84.589996
2023-11-08,84.5
2023-11-09,90.339996
2023-11-10,88.269997
2023-11-13,89.440002
2023-11-14,91.07
2023-11-15,93.93
2023-11-16,94.510002
2023-11-17,94.150002
2023-11-20,95.029999
2023-11-21,94.449997
2023-11-22,95.07
2023-11-24,96.059998
2023-11-27,95.16999799999999
2023-11-28,92.5
2023-11-29,92.5
2023-11-30,92.690002
2023-12-01,92.58000200000001
2023-12-04,92.010002
2023-12-05,90.790001
2023-12-06,91.5
2023-12-07,92.349998
2023-12-08,92.82
2023-12-11,92.199997
2023-12-12,91.07
2023-12-13,92.83000200000001
2023-12-14,93.940002
2023-12-15,93.459999
2023-12-18,92.860001
2023-12-19,93.93
2023-12-20,91.269997
2023-12-21,92.019997
2023-12-22,91.019997
2023-12-26,90.949997
2023-12-27,90.379997
2023-12-28,90.400002
2023-12-29,90.290001
2024-01-02,90.709999
2024-01-03,91.650002
2024-01-04,90.559998
2024-01-05,90.900002
2024-01-08,91.550003
2024-01-09,89.66999799999999
2024-01-10,89.290001
2024-01-11,89.449997
2024-01-12,90.349998
2024-01-16,93.050003
2024-01-17,90.339996
2024-01-18,92.209999
2024-01-19,93.059998
2024-01-22,95.08000200000001
2024-01-23,93.769997
2024-01-24,93.5
2024-01-25,94.860001
2024-01-26,95.360001
2024-01-29,97.489998
2024-01-30,96.940002
2024-01-31,96.050003
2024-02-01,97.059998
2024-02-02,97.129997
2024-02-05,96.650002
2024-02-06,99.290001
2024-02-07,99.139999
2024-02-08,110.540001
2024-02-09,108.389999
2024-02-12,109.290001
2024-02-13,110.459999
2024-02-14,111.559998
2024-02-15,112.449997
2024-02-16,111.599998
2024-02-20,109.440002
2024-02-21,107.66999799999999
2024-02-22,107.639999
2024-02-23,107.739998
2024-02-26,107.68
2024-02-27,109.41999799999999
2024-02-28,110.800003
2024-02-29,111.58000200000001
2024-03-01,111.949997
2024-03-04,113.690002
2024-03-05,112.870003
2024-03-06,110.059998
2024-03-07,110.18
2024-03-08,110.32
2024-03-11,112.309998
2024-03-12,112.459999
2024-03-13,112.5
2024-03-14,112.059998
2024-03-15,111.949997
2024-03-18,113.849998
2024-03-19,114.510002
2024-03-20,116.459999
2024-03-21,116.699997
2024-03-22,115.870003
2024-03-25,119.360001
2024-03-26,119.93
2024-03-27,120.980003
2024-03-28,122.360001
2024-04-01,121.529999
2024-04-02,122.82
2024-04-03,118.980003
2024-04-04,117.089996
2024-04-05,118.379997
2024-04-08,117.349998
2024-04-09,117.970001
2024-04-10,117.190002
2024-04-11,117.150002
2024-04-12,114.010002
2024-04-15,112.949997
2024-04-16,113.879997
2024-04-17,112.940002
2024-04-18,112.43
2024-04-19,112.610001
2024-04-22,111.989998
2024-04-23,113.709999
2024-04-24,113.91999799999999
2024-04-25,112.769997
2024-04-26,112.730003
2024-04-29,112.08000200000001
2024-04-30,111.099998
2024-05-01,110.480003
2024-05-02,112.620003
2024-05-03,113.660004
2024-05-06,116.470001
2024-05-07,105.389999
2024-05-08,105.440002
2024-05-09,105.800003
2024-05-10,105.790001
2024-05-13,105.83000200000001
2024-05-14,105.349998
2024-05-15,102.769997
2024-05-16,103.370003
2024-05-17,103.25
2024-05-20,102.900002
2024-05-21,103.010002
2024-05-22,103.019997
2024-05-23,100.660004
2024-05-24,101.760002
2024-05-28,102.440002
2024-05-29,100.879997
2024-05-30,101.699997
2024-05-31,103.910004
2024-06-03,102.769997
2024-06-04,103.33000200000001
2024-06-05,101.5
2024-06-06,101.209999
2024-06-07,101.540001
2024-06-10,102.739998
2024-06-11,100.870003
2024-06-12,100.800003
2024-06-13,100.089996
2024-06-14,99.970001
2024-06-17,101.519997
2024-06-18,101.5
2024-06-20,101.839996
2024-06-21,102.269997
2024-06-24,101.980003
2024-06-25,102.199997
2024-06-26,102.18
2024-06-27,102.16999799999999
2024-06-28,99.290001
2024-07-01,98.040001
2024-07-02,97.989998
2024-07-03,98.610001
2024-07-05,97.989998
2024-07-08,97.370003
2024-07-09,97.050003
2024-07-10,96.970001
2024-07-11,96.599998
2024-07-12,97.129997
2024-07-15,96.870003
2024-07-16,98.470001
2024-07-17,97.309998
2024-07-18,96.790001
2024-07-19,95.739998
2024-07-22,94.129997
2024-07-23,90.940002
2024-07-24,89.800003
2024-07-25,89.209999
2024-07-26,89.93
2024-07-29,92.139999
2024-07-30,93.790001
2024-07-31,93.690002
2024-08-01,93.050003
2024-08-02,89.57
2024-08-05,87.779999
2024-08-06,89.970001
2024-08-07,85.959999
